,Name,NameMnemonic,StateCode,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_std,rcp45_max,rcp85_mean,rcp85_std,rcp85_max,1990_2019_mean,1990_2019_std,1990_2019_max,shifting_rcp45,shifting_rcp85
0,"Ambrosia Lake, NM, Disposal Site",AMB,NM,0.8261243752195085,0.04386720728275289,0.966757650357221,0.8594689210990895,0.06002251156260825,1.01491529948068,0.8262139449872429,0.05171078370566555,0.9304597549063769,0.8121069298501198,0.9210799388190207,0.049405798324581314,1.0,1.0
1,"Amchitka, AK, Site",AMC,AK,1.7579578794588657,0.04232720444003233,1.862082711055071,1.9099747539118381,0.0719734451644436,2.044267811066226,1.988360212843584,0.13182674300886002,2.3060980848254444,1.8013444701402197,1.8948506825021243,0.05450464075011808,3.0,3.0
2,"Bluewater, NM, Disposal Site",BLU,NM,0.8259493940165016,0.04414185607969312,0.966757650357221,0.8591861247303606,0.05955811413996508,1.01491529948068,0.8261996702891709,0.05172724036078663,0.9304597549063769,0.8117690351132787,0.9210799388190207,0.049780329241878835,1.0,1.0
3,"BONUS, PR, Decommissioned Reactor Site",BON,PR,4.979356066249776,0.26072580523500666,5.617737426961848,4.499521392057623,0.30069884993326235,5.270571155935319,4.3707267800104335,0.5452533270426376,5.665711534557047,4.999559468547538,5.665711534557047,0.2474753674614281,0.0,0.0
4,"Bronco, CO, Site",BRO,CO,0.9068545518446189,0.04768929060198656,1.0480046943767851,1.0010623529031395,0.057782846987319475,1.1334729565393054,1.0065335226716907,0.07111547480326377,1.1844341397533336,0.9093592345769304,1.0239223213461004,0.04824015520711404,2.0,3.0
5,"Burrell, PA, Disposal Site",BUR,PA,3.1861163897120135,0.08494385144240739,3.4046579139201465,3.4149877179924633,0.12914995853045325,3.7732707102825414,3.5213804009891922,0.15727121407079417,3.8509335434453202,3.2817303982679684,3.602634862450572,0.1258251519300357,3.0,3.0
6,"Burris Park, CA, Site",BRP,CA,0.6147519206434267,0.04917938430561568,0.7060282068192552,0.6199197025417037,0.0531991316394368,0.7466155461832208,0.6239213491870037,0.05490670596186149,0.8027912608943453,0.6128906569326297,0.7884098177665114,0.06867451127830179,1.0,1.0
7,"Canonsburg, PA, Disposal Site",CAN,PA,2.8436015076506216,0.07990687594029107,3.082102949822756,3.0241054041550317,0.10719858132161957,3.2915348352133855,3.118941082874703,0.13293186591098935,3.4103318385078563,2.921499951367816,3.1327181567770848,0.09523941731523923,3.0,3.0
8,"Casper, WY, Calibration Model",CSC,WY,0.8403822355736371,0.040056162462094785,0.9195189371071656,0.9220712604161567,0.048581201399743416,1.0404072142920606,0.9231819073605255,0.06578976769991804,1.113342704722639,0.8465973863568499,0.9272698784771984,0.04095828644771579,3.0,3.0
9,"Central Nevada Test Area, NV",CNT,NV,0.7222475373223489,0.04290610559118347,0.8166089321435467,0.7717108294696633,0.05761137539873046,0.9451278527621922,0.7730310779287195,0.06279576905943728,0.9945160455613786,0.7180368203971524,0.8167236183245042,0.04683487700848009,2.0,2.0
10,"Colonie, NY, Site",CLN,NY,2.831170568033845,0.07759335667447277,3.041412077788857,2.998597391814507,0.08556219303173435,3.2297070702882693,3.0386518436373513,0.12005677875956484,3.268436003777255,2.889061317400656,3.041412077788857,0.07465511799611442,3.0,3.0
11,"Durango, CO, Disposal Site",DUD,CO,1.0678226489224738,0.051757087328325645,1.196130488840327,1.123978686861818,0.07491061473706209,1.3226545416581463,1.103528677589235,0.07187917513075019,1.2712889798642735,1.0557414498190771,1.2146951062611402,0.06724910620007996,2.0,1.0
12,"Durango, CO, Processing Site",DUP,CO,1.3584806816329,0.06481928042738415,1.5168464942507631,1.4353237758072332,0.09642863517380276,1.6875839712661311,1.4130356467306386,0.09244874097992338,1.6404263664111551,1.3461937000480615,1.5382561615994894,0.08490720994654678,2.0,1.0
13,"Edgemont, SD, Disposal Site",EDG,SD,1.0048832818789981,0.055064782715146504,1.1509908939523865,1.067428143329922,0.05161260384517439,1.1844577256818296,1.0567584834189903,0.0586473253584089,1.2287944942903501,1.01698438141641,1.1509908939523865,0.05787607665630055,2.0,1.0
14,"Falls City, TX, Disposal Site",FCT,TX,1.9714229903276814,0.13546595347843668,2.2319874890819196,1.9211148124304656,0.1515093325480022,2.336656747102588,1.840140432155354,0.15906467333999053,2.369663697568217,1.9400440761985829,2.2319874890819196,0.15362041662490697,0.0,0.0
15,"Fernald Preserve, OH, Site",FER,OH,2.803884652363076,0.08495168262483276,3.0201913874713893,2.9801844767115027,0.11644992707063596,3.36601655255704,3.0290409818615855,0.12395449058586144,3.335933328924238,2.84932379596525,3.0661566014797415,0.10291641727575211,3.0,3.0
16,"Gasbuggy, NM, Site",GSB,NM,1.0274005285248076,0.04494252324081577,1.1560165668192859,1.0735303350247134,0.07316882540435644,1.2578377670263754,1.0397742098907246,0.06394875586706242,1.202735419172684,1.0133124725105374,1.130798526877452,0.057728635054533475,2.0,1.0
17,"George West, TX, Calibration Model",GWC,TX,1.9201423411464982,0.13736112015146007,2.168824792289532,1.8683131494754868,0.15151785756418568,2.2320548129260196,1.7995293262787158,0.15879985314904083,2.3399211524172756,1.8874865227884614,2.155830148911328,0.15812230267570027,0.0,0.0
18,"Gnome-Coach, NM, Site",GNO,NM,0.7854626419927238,0.050743446536676014,0.9044304363313583,0.7676941987538365,0.06383240582852165,0.9442949789990561,0.7537041112145935,0.06057422629744322,0.9032152010757742,0.7856303478829856,0.9044304363313583,0.050447032967323197,0.0,0.0
19,"Grand Junction Regional Airport, CO, Calibration Model",GAC,CO,0.8584783103132342,0.04701717688588791,0.9554366017024902,0.9307256534991495,0.05778849362829063,1.0646811447332922,0.9300896253052409,0.06590743298759545,1.1144129667467624,0.8578107897778731,0.9596035625258703,0.05162381678793575,2.0,2.0
20,"Grand Junction, CO, Calibration Model",GJC,CO,0.8584783103132342,0.04701717688588791,0.9554366017024902,0.9307256534991495,0.05778849362829063,1.0646811447332922,0.9300896253052409,0.06590743298759545,1.1144129667467624,0.8578107897778731,0.9596035625258701,0.051623816787935733,2.0,2.0
21,"Grand Junction, CO, Disposal Site",GRJ,CO,0.9005153235471719,0.0444152083931482,1.0032286033029436,0.968330324650634,0.06323772536919928,1.1356539400779806,0.9679093935774427,0.06650168135609852,1.1196251515424263,0.9011071720985808,1.0032286033029436,0.05123609972486726,2.0,2.0
22,"Grand Junction, CO, Processing Site",GJT,CO,0.8584783103132342,0.04701717688588791,0.9554366017024902,0.9310626271450525,0.05789606080684754,1.0646811447332922,0.9297490649874884,0.06594222801356173,1.1144129667467624,0.8578107897778731,0.9596035625258703,0.05162381678793575,2.0,2.0
23,"Grand Junction, CO, Site",GJO,CO,0.8584783103132342,0.04701717688588791,0.9554366017024902,0.9310626271450525,0.05789606080684754,1.0646811447332922,0.9300896253052409,0.06590743298759545,1.1144129667467624,0.8578107897778731,0.9596035625258701,0.051623816787935733,2.0,2.0
24,"Grants, NM, Calibration Model",GNC,NM,0.8259493940165016,0.04414185607969312,0.966757650357221,0.8591861247303606,0.05955811413996508,1.01491529948068,0.8262139449872429,0.05171078370566555,0.9304597549063769,0.8117690351132787,0.9210799388190207,0.049780329241878835,1.0,1.0
25,"Green River, UT, Disposal Site",GRN,UT,0.4627903122402669,0.029261361911292954,0.5524000196338176,0.4965332954125032,0.03573367731513659,0.594419812492597,0.49229185116354823,0.03631779808394354,0.5786803344870498,0.4570690357411618,0.5247605330328894,0.029920115075594535,2.0,2.0
26,"Gunnison, CO, Disposal Site",GUD,CO,1.4480886303377127,0.06522290871390271,1.5819823831689224,1.57296936204456,0.0921936632059524,1.8459313699218094,1.563780684941887,0.10337595251824525,1.8578275571814262,1.453811888198641,1.5796176793385466,0.07857897485550323,2.0,2.0
27,"Gunnison, CO, Processing Site",GUP,CO,1.4483308485567776,0.06523474449739608,1.5819823831689224,1.57296936204456,0.0921936632059524,1.8459313699218094,1.563780684941887,0.10337595251824525,1.8578275571814262,1.4542796199320078,1.5796176793385466,0.07856320742222016,2.0,2.0
28,"Hallam, NE, Decommissioned Reactor Site",HAL,NE,2.058122606117471,0.09895837802177396,2.38197978264087,2.098674654870847,0.09973187469736292,2.4182155992760137,2.0907970952764847,0.09406016714771241,2.378081543252948,2.0750149798651436,2.2545479728522753,0.09401826212676001,1.0,1.0
29,"L-Bar, NM, Disposal Site",BAR,NM,0.8601413960001016,0.044772075766864323,0.9985003047118022,0.8911374062950409,0.06033231559018416,1.049173690755969,0.8552048285374,0.053388005612938695,0.9779231293793785,0.8481931847419861,0.9613881158131755,0.05327917548178795,1.0,0.0
30,"Laboratory for Energy-Related Health Research, CA, Site",LEH,CA,1.6226602035372972,0.11518020739213256,1.8889045915686153,1.6646164024180543,0.14377851331567265,2.0142037009985887,1.7471905999192776,0.14869549365875848,2.3356700717992087,1.649374903378451,1.9652137298980061,0.15531820792133097,1.0,2.0
31,"Lakeview, OR, Disposal Site",LKD,OR,1.0200414481613753,0.04743770069974279,1.1130941021302807,1.0810981919352622,0.0668308245766665,1.240240764923128,1.0959703038459856,0.08103064926660819,1.2692514355331097,1.0086304490420401,1.0898217807052093,0.0425258789825471,2.0,2.0
32,"Lakeview, OR, Processing Site",LKP,OR,1.067303649859039,0.049642208598392405,1.1662872335452084,1.1312860166516037,0.0717827457932016,1.304659976570081,1.146456877483908,0.08419782429742856,1.333175934801618,1.0546256742239912,1.1455999822411536,0.044114244454987364,2.0,2.0
33,"Lowman, ID, Disposal Site",LOW,ID,1.5250621681112178,0.06503643495465458,1.6792485036631912,1.67425086207523,0.09797059886301417,1.8892684756211033,1.6997633749055039,0.1354812888573399,1.9550663724600361,1.5322649675691358,1.6582774946631422,0.06047883239436945,3.0,3.0
34,"Maxey Flats, KY, Disposal Site",MAX,KY,3.17059269171698,0.09812314300602584,3.422090565496522,3.3716381727901172,0.14366598812115408,3.8413678195994003,3.4311576970308306,0.14827421689551534,3.806845334600122,3.2343321291605336,3.4240346878018846,0.10767780566292125,3.0,3.0
35,"Maybell West, CO, Disposal Site",MAW,CO,0.8969226760474082,0.04463263016603843,1.0381447349633228,0.999450488330859,0.05632398345407937,1.1185227857224986,1.0022861973756116,0.07356621296407923,1.1746370036377374,0.9008737517646584,1.0101341317033996,0.043496235346436485,3.0,3.0
36,"Maybell, CO, Disposal Site",MAY,CO,1.027642787933987,0.05108857454001773,1.1635989513645153,1.145917100001845,0.06718892858216936,1.3116896216912657,1.1485470153316562,0.0851620522324714,1.3673249435800305,1.0340967109510368,1.1264325480268123,0.05208840907183659,3.0,3.0
37,"Mexican Hat, UT, Disposal Site",HAT,UT,0.5432156685658163,0.032631781849806696,0.6276530164806662,0.5779686669601046,0.04904491182374515,0.7099586545304805,0.570339057396174,0.04007972127515039,0.7013012845404384,0.5351656182444945,0.625817320442055,0.03641609369506725,2.0,1.0
38,"Monticello, UT, Disposal and Processing Sites",MNT,UT,0.8014135474659555,0.043699810026517676,0.8997069769659158,0.8578291711951564,0.06613958135580342,1.0340086017303705,0.849323506539903,0.059015628159734344,1.0321862888705102,0.7910138595219468,0.9133550641704803,0.04970489480478567,2.0,2.0
39,"Monument Valley, AZ, Processing Site",MON,AZ,0.5888239959994657,0.033286351819345174,0.6883301030076825,0.6237347734579137,0.049891780173323755,0.7441775923802458,0.6141132963281627,0.04180735060597974,0.7350876051065328,0.5851580406629769,0.7080401021251796,0.04096622614556505,2.0,1.0
40,"Mound, OH, Site",MND,OH,2.701370710915658,0.07932503951038476,2.891679285156988,2.875208880969293,0.10885568936586797,3.249359755649394,2.9205569618650404,0.11834352383592255,3.190189902051794,2.7480898940381104,2.964466393831011,0.09664822921921372,3.0,3.0
41,"Naturita, CO, Disposal Site",NAD,CO,0.8860234834768181,0.043624684041089073,1.0027436509535288,0.9462629209028477,0.06581103707624755,1.1173746662878739,0.9441822363185027,0.06783129102862837,1.1137661557967606,0.8807230276214414,0.9810858180959291,0.051764362949243366,2.0,2.0
42,"Naturita, CO, Processing Site",NAP,CO,0.9850014180864831,0.04615628920887333,1.0950080025848894,1.0479622051407609,0.0734097548890998,1.2442288996023958,1.0438135371470845,0.07275909733838502,1.2191092631086524,0.979517705554441,1.0907464595386338,0.05663588230506162,2.0,2.0
43,"Parkersburg, WV, Disposal Site",PKB,WV,2.848590113517193,0.09283906443859087,3.0481976034214804,3.0304120848430047,0.11368108909139844,3.400156800786447,3.115372278758326,0.13135096179081096,3.4018395815647975,2.927382943262445,3.150010324656454,0.10683794120226965,2.0,3.0
44,"Pinellas County, FL, Site",PIN,FL,3.608553095563912,0.1300801170884136,3.924613322416151,3.784092044139316,0.17421464336355413,4.250945181373641,3.833012692825839,0.17455480801846937,4.278683320787356,3.667018402487682,4.075305867999766,0.18585138830794978,2.0,2.0
45,"Piqua, OH, Decommissioned Reactor Site",PIQ,OH,2.621376152151457,0.0733752776886441,2.7535987483210134,2.7730030843204814,0.10251938426131202,3.0907678900538764,2.811223098379813,0.10788110686765202,3.0708295710340527,2.6675679582422873,2.863228921004503,0.08351044253633037,3.0,3.0
46,"Pre-Gondola and Trencher, MT, Site",PGD,MT,0.7585682364577787,0.041576380910577776,0.871026758222519,0.788388918576478,0.04288516086031979,0.9031925013638448,0.7837153892495662,0.04545722736633688,0.904802362194369,0.7693283182077317,0.871026758222519,0.04037286661428885,1.0,1.0
47,"Pre-Schooner II, ID, Site",PSC,ID,0.7816273852817028,0.03881720309781861,0.8480470138467382,0.8614335541861475,0.05491056249454047,0.9770237771211636,0.8833450674481561,0.0771497135533504,1.0422037659451884,0.7856948335638149,0.8714199162258672,0.03833881978182518,3.0,3.0
48,"Rifle New, CO, Processing Site",RFN,CO,1.2980807112527535,0.06388329635379549,1.442990524229836,1.4286671277981147,0.08205050737726731,1.6489316271671501,1.431634937107202,0.10126896283958807,1.7062676367965535,1.3028857575075847,1.4401518588402427,0.06736043471798939,3.0,3.0
49,"Rifle Old, CO, Processing Site",RFO,CO,1.2979178041158943,0.06382761156488592,1.442990524229836,1.4289309074191576,0.08206979104461028,1.6489316271671501,1.4313073537244196,0.10125973958802685,1.7062676367965535,1.302571178208822,1.4401518588402427,0.06728053901987224,3.0,3.0
50,"Rifle, CO, Disposal Site",RFL,CO,1.2979178041158943,0.06382761156488592,1.442990524229836,1.4289309074191576,0.08206979104461029,1.6489316271671501,1.431634937107202,0.10126896283958807,1.7062676367965535,1.302571178208822,1.4401518588402427,0.06728053901987224,3.0,3.0
51,"Rio Blanco, CO, Site",RBL,CO,0.9867306405771528,0.051928955330160016,1.1137877383543686,1.0856298110065057,0.06355341651910075,1.2475664642776125,1.0898366255616052,0.07882823268756377,1.2888453564733817,0.9911800559602838,1.1136732598781371,0.05300708407588469,2.0,2.0
52,"Riverton, WY, Processing Site",RVT,WY,0.7225551413538703,0.03430423428508729,0.8047779556483572,0.8177472400964245,0.04423314721370702,0.9272364860086633,0.8219989312955012,0.06285015819000025,0.9568986371579036,0.73386346568562,0.8047779556483572,0.03057098181461397,3.0,3.0
53,"Rocky Flats, CO, Site",RFS,CO,1.1099946952392583,0.04608010075720861,1.219645989681815,1.197863308398191,0.05965667829019255,1.3276336960697148,1.161946544715281,0.05519833466777332,1.2969101741909776,1.1154765053287898,1.20680955275849,0.03846828011953957,2.0,2.0
54,"Rulison, CO, Site",RUL,CO,1.3077949439175716,0.06455667287932904,1.4486533114616076,1.4325569404417173,0.08372831264731047,1.6645199364665375,1.4334341503161891,0.10127803724006657,1.7151360908683566,1.3103933645446424,1.4486533114616076,0.06889443480145402,2.0,2.0
55,"Salmon, MS, Site",SAL,MS,4.200259381833594,0.18579119135814345,4.607133088488852,4.274166306793786,0.2076485556154935,4.745155081682512,4.259361424334215,0.20155798280259396,4.652254009351019,4.240225051624739,4.629026663335939,0.2210783423456485,1.0,1.0
56,"Salt Lake City, UT, Disposal Site",SLD,UT,0.6964822902769082,0.03600233741139406,0.7690086591287737,0.7618240198291475,0.04432284624494266,0.8766927410824868,0.7621874990436803,0.05956740235747733,0.9328258205257348,0.6971165155140732,0.7906073772779991,0.03757726595941929,2.0,2.0
57,"Salt Lake City, UT, Processing Site",SLP,UT,1.4405091657051936,0.07574055211946425,1.604488615986062,1.5875404518184104,0.08719355126892132,1.8379846143722047,1.592966958966288,0.12042913110893906,1.9478515183611753,1.445689228001466,1.5894906035597203,0.07478049579977868,2.0,3.0
58,"Sherwood, WA, Disposal Site",SHE,WA,0.9734788289809552,0.03763791050193286,1.064704150748857,1.0558741703528156,0.05214139499310954,1.1781749541072235,1.0723342764607315,0.06939501781517107,1.225454348914212,0.9835511289468152,1.0689623855693955,0.035527559341801754,3.0,3.0
59,"Shiprock, NM, Disposal Site",SHP,NM,0.6195077046624423,0.031169972579912,0.6870756841250648,0.6558618589368395,0.04961698439104561,0.7643182830634164,0.6421209984091916,0.04270766042967839,0.7758521912209488,0.6088136138994401,0.7045198253038841,0.03964508398524994,2.0,1.0
60,"Shirley Basin South, WY, Disposal Site",SBS,WY,0.8413650403007422,0.037869357063823265,0.9049430586240457,0.9218984606515932,0.04717842482496363,1.043795427432481,0.9199160497962534,0.06122572865393373,1.1140854424347337,0.8478107668706586,0.9246900965807867,0.03794838222964096,3.0,3.0
61,"Shoal, NV, Site",SHL,NV,0.36500717036522795,0.02339074928593751,0.42548576991240267,0.3821367861375239,0.027264822139580425,0.43293072911977476,0.38152410992612756,0.0305636954606852,0.49559384045322447,0.3585107957407959,0.4260051714344727,0.02768745970918624,1.0,1.0
62,"SiteAPlotM, IL, Decommissioned Reactor Site",SAM,IL,2.525107895266944,0.07739732899782421,2.694548887958385,2.6673221585228273,0.10221209573095759,2.9164971253553076,2.694094537032569,0.11548007304253093,2.9661203702444197,2.585210584449766,2.799613055019442,0.0984480658405919,2.0,3.0
63,"Slick Rock East, CO, Processing Site",SRE,CO,0.882167935531431,0.04230428345467465,0.9906801892640366,0.9394134866044552,0.06697267762225352,1.1167800700146473,0.9358278237817732,0.06757600288287288,1.1080102516586854,0.8768145567542242,0.9813415240960933,0.05129974486024168,2.0,2.0
64,"Slick Rock West, CO, Processing Site",SRW,CO,0.882167935531431,0.04230428345467465,0.9906801892640366,0.9397327525283034,0.06707469110645282,1.1167800700146473,0.936082216950403,0.06734473993863269,1.1080102516586854,0.8768145567542242,0.9813415240960933,0.05129974486024168,2.0,2.0
65,"Slick Rock, CO, Disposal Site",SRD,CO,0.882167935531431,0.04230428345467465,0.9906801892640366,0.9394134866044553,0.06697267762225356,1.1167800700146473,0.9358278237817732,0.06757600288287288,1.1080102516586854,0.8768145567542242,0.9813415240960933,0.05129974486024168,2.0,2.0
66,"Spook, WY, Disposal Site",SPK,WY,0.920818860221809,0.04399661691328403,1.0451791131659185,1.0073210424065784,0.054281051439418845,1.147722364327635,1.0000576607298364,0.06682118836630335,1.1775074243211858,0.928191248679756,1.0451791131659185,0.047116092182777035,2.0,2.0
67,"Tonopah Test Range, NV, Site",TTR,NV,0.3464589033746138,0.02275741494771895,0.3886282653961545,0.36767272814262597,0.032566717955565254,0.4478887505938887,0.37123782647964865,0.035611901670238,0.5130201580281042,0.3496331641059911,0.4303871137754542,0.028162720325561094,1.0,2.0
68,"Tuba City, AZ, Disposal Site",TUB,AZ,0.6510673987658299,0.0393570840845341,0.7547526509349571,0.6807071909067364,0.052482175242934685,0.8036711555458312,0.663916970616609,0.049020321628712886,0.785971955174405,0.6457343834431042,0.7609977658570702,0.04925459140520937,1.0,1.0
69,"Utah, UT, Site",UTA,UT,0.5757233694691833,0.030084470226284094,0.6533227502272436,0.6263052125792109,0.039989299911574266,0.722507184408056,0.6258821339289524,0.04589798808066941,0.7563443287785161,0.5746619334004079,0.6318360152203318,0.03383022209656722,2.0,2.0
70,"Weldon Spring, MO, Site",WEL,MO,2.5958828774858986,0.08731887919829236,2.8117185127883397,2.6913182679547947,0.10358047248368091,3.0200078212568453,2.6664577430529883,0.10719744172530656,2.941108084159951,2.610083840801668,2.8117185127883397,0.0925622532381351,2.0,1.0
