,NameMnemonic,1995_12mo_avg,1996_12mo_avg,1997_12mo_avg,1998_12mo_avg,1999_12mo_avg,2000_12mo_avg,2001_12mo_avg,2002_12mo_avg,2003_12mo_avg,2004_12mo_avg,2045_12mo_avg,2046_12mo_avg,2047_12mo_avg,2048_12mo_avg,2049_12mo_avg,2050_12mo_avg,2051_12mo_avg,2052_12mo_avg,2053_12mo_avg,2054_12mo_avg,2085_12mo_avg,2086_12mo_avg,2087_12mo_avg,2088_12mo_avg,2089_12mo_avg,2090_12mo_avg,2091_12mo_avg,2092_12mo_avg,2093_12mo_avg,2094_12mo_avg
51,SPK,17.49252444,18.43286557,17.58636175,13.48429387,19.79020661,22.66183013,20.88965283,20.7538163,17.83838278,20.37263903,13.83202633,17.29680931,21.27269056,19.5618504,21.20589782,14.48428678,16.8191092,14.33698451,19.62520731,22.17123019,20.82922003,21.61329695,19.80098069,20.08008844,27.03674469,18.60139655,20.75807262,24.52087778,18.65029346,25.76829136
52,SRD,18.26029023,14.54957473,15.10989033,16.10848622,17.83305835,16.5192044,19.42820412,17.19956225,15.76960144,16.34587856,14.84055961,19.31084784,20.90638814,19.51500603,18.65369833,16.99992056,17.43267779,19.41568423,16.93023602,14.70306798,19.82981651,19.57177188,18.88100309,19.27615721,25.21932149,18.73012666,20.07726413,22.50508724,18.91323628,21.60768653
53,SRE,18.45957192,14.73868908,15.35138052,16.30517523,18.08145332,16.74256792,19.5668485,17.34169476,15.96977063,16.37448427,15.02894358,19.56744829,21.19081987,19.7312724,18.7416663,17.13988312,17.56827217,19.5853854,17.09190775,14.8468326,20.11797475,19.8673935,19.08396201,19.57950896,25.54509209,18.94539535,20.28131087,22.80969583,19.06006395,21.74994544
54,SRW,18.66101119,14.94324118,15.5425708,16.59155535,18.28651731,16.97624458,19.7735747,17.5088948,16.20782625,16.53644514,15.21897749,19.83906899,21.44373078,19.91831221,18.9453864,17.37070537,17.77413216,19.80669385,17.24831599,15.03060042,20.36522492,20.05531419,19.27518313,19.80038733,25.80762605,19.13678692,20.507202,23.04530682,19.26176931,21.9990348
55,TUB,23.15819286,20.32378633,20.03666514,18.35772147,23.39437353,20.79284441,25.34338512,23.55959728,20.51277281,22.92682054,21.18131626,25.14412061,25.00202603,24.54548256,22.98227011,23.90031322,23.07899755,25.98978127,23.51151549,21.02265417,25.26009333,24.82686182,24.65781643,27.76642932,30.85865754,21.98126064,24.75079035,30.0698695,25.02926698,28.6136631
56,WEL,10.36409553,8.779559558,11.83279326,11.73403537,11.96340095,10.06339805,10.34404364,12.7038701,12.97345952,9.800056466,6.07197685,9.61437999,6.862814315,9.927874254,8.767979972,5.40976599,8.759768217,7.023086566,7.733767579,14.8648254,9.953106883,8.674826176,10.8186703,10.87755214,12.48751137,12.92582701,10.22779398,11.48430774,11.09798026,14.02844552
57,WYN,6.267199505,6.335160603,5.055353922,5.508226932,6.072185072,5.616831244,6.275120285,6.025091447,5.839662456,5.145233533,6.313897549,6.23121035,6.194446397,5.625171364,6.09404269,5.141188124,5.774408482,5.110686401,5.951590965,6.999275663,6.628765425,6.72415016,5.79547436,6.627918789,8.014791135,6.876344218,7.376833805,6.367583748,6.204677763,7.433645597
58,ADR,5.767192781,5.372873967,5.465680551,6.770412721,9.811147505,8.666124056,7.974054641,9.777703196,8.446059541,7.401062118,5.139173955,7.570895638,6.059333158,5.761024525,7.151187139,4.439230504,7.144118716,4.583893948,6.830954021,10.47534424,7.995866522,7.587780998,8.249584346,10.10717458,10.3855039,10.73318313,7.793209948,8.414862341,6.960788162,10.78682381
59,ALP,3.76705905,3.075513578,2.893224769,3.471212247,3.968686578,3.92067604,4.229962757,4.951293917,3.310052549,3.206552862,2.629720441,3.236954201,3.207447768,3.109139617,3.756783101,2.605272275,3.145961885,2.453548657,2.979873858,4.974750384,3.686941408,3.284014936,4.467609902,5.196994747,5.721618988,5.439119697,3.6312852,3.688668345,3.266575531,4.764683783
60,AOR,7.568527623,7.015375979,7.666641153,5.642628753,7.965526647,7.405304811,6.277985885,8.495259913,7.772056151,10.70304292,6.84407224,8.524319844,8.37222243,7.678481798,7.270196292,6.159706937,7.80743082,6.584892473,8.18212415,9.288288216,7.214438013,8.906397043,7.945541286,8.336170663,8.862323094,9.408235079,8.658676669,7.082103952,7.141921101,8.876882905
61,APC,10.18669034,7.962759015,9.173338,10.10469932,10.28037718,8.730187552,12.92224374,10.58553509,10.1596259,8.692319054,7.812962793,10.85871737,12.55910327,11.65037408,10.88510142,7.688305527,10.84484533,11.2766248,11.50984167,10.35638242,13.60207489,13.24062331,12.69195146,12.5773271,15.43132397,13.9277575,12.79252061,16.29574171,13.03366063,13.00702787
62,BAY,10.89551608,8.726770752,9.973749204,10.8633966,11.04573279,9.531688577,13.83530971,11.42348738,10.92634612,9.564630943,8.435086333,11.56565496,13.40462505,12.50822285,11.65709,8.381253107,11.62466635,12.0945371,12.3292964,11.14549961,14.4147659,14.17276129,13.60262615,13.47748174,16.50099857,14.82368542,13.63820833,17.27878256,13.9431108,14.0576721
63,BCA,10.2296933,9.044512014,7.837723992,9.156011618,11.88287734,8.783189307,9.605951077,10.75609513,10.86010927,11.50357166,8.123436902,10.57762172,9.961053417,12.22732132,9.984226084,10.01459289,9.688221699,8.609324825,9.328805953,10.97151548,9.266204535,11.39487129,10.83009229,12.66127281,12.67983864,10.07340399,11.25927638,12.22489423,11.94275759,9.084423531
64,BEV,5.917605717,5.951179902,5.890434865,5.699559545,6.901791595,6.152789996,6.713096507,6.278277801,6.029879522,4.423388749,6.84340973,5.861074574,7.186164649,6.965782485,6.235439308,5.430108006,5.821559247,5.753431302,6.722594228,6.880760622,7.649573187,7.540149358,5.67925677,7.544704768,7.906023002,7.069236481,6.554524821,6.727073415,7.795324544,6.603526883
65,BRP,19.67699497,18.2533456,16.59309167,16.35896752,21.25882507,17.67560352,19.4129908,21.21283972,21.34375001,23.52754299,17.91110225,20.32580061,20.70324092,21.90346325,20.65778446,19.83512252,21.48181005,18.19203907,22.43103828,22.49244984,20.22559655,22.87097133,21.95958479,24.23876466,25.71952433,22.44279636,22.7790183,23.63117599,23.06099234,22.34841356
66,BUF,3.97198271,3.986560873,3.452610831,4.760393627,4.816997431,5.295837607,4.698248813,5.258998857,3.828293951,3.988539455,3.152086365,4.200976923,3.8239025,3.855190711,4.65380888,3.24944572,4.008055309,3.457062726,4.427503367,5.66161159,4.672473831,4.837107707,5.085337812,6.085741641,6.954513992,6.89898823,4.699776838,5.120036297,4.612739864,6.154217997
67,CHM,17.44267975,15.90805312,15.63171072,18.60198813,16.15792577,16.42463464,20.77840022,18.40929633,17.44627859,15.39466014,17.28163102,19.55257905,21.13428868,18.60431564,19.91296144,17.39656158,18.49298876,18.885482,20.7610647,18.39926237,23.1870412,23.27628104,20.8964697,21.43548575,24.53739474,20.77014002,20.53685149,24.94785978,21.84364243,23.04585716
68,CHN,6.81061856,7.092265933,8.438550351,8.862530727,10.22893411,9.039628133,8.999571889,10.81247093,9.562221607,8.252277061,6.318660816,7.551720517,6.419101551,7.212675924,8.586189444,5.045116772,7.028196103,6.278096131,7.034543567,11.8913777,8.436136003,9.355582257,9.801449764,9.579419227,9.773477657,10.84453946,8.138719359,8.958458278,8.306594992,10.95312603
69,CHS,6.630382723,6.910365996,8.226214119,8.651383995,9.956195158,8.788307945,8.756940525,10.50231535,9.289918032,8.086754874,6.184403055,7.383909334,6.284122469,7.048157396,8.361004216,4.936388593,6.862767724,6.107413626,6.888726297,11.65003227,8.261432891,9.152103351,9.599700334,9.358559856,9.516500266,10.59300413,7.95442421,8.797703409,8.112322661,10.73494902
70,COE,5.304140613,4.924804674,4.845978927,5.255677906,6.481694704,5.907169756,6.749292578,6.924432517,6.41109342,5.361092309,4.638776996,5.689048001,5.532731018,5.571473598,5.89967534,4.505807307,5.346129077,4.720772155,4.820304626,8.532885825,6.346518859,5.58954763,7.384921755,8.455185894,9.226464352,8.958814788,6.301281633,5.874752983,6.04374502,8.552077741
71,FFO,5.479977491,4.974997621,4.951334348,6.258084721,6.997833824,7.08269035,7.726361145,8.042314514,7.260010469,5.816102057,4.41552373,6.854044059,5.119402725,5.923656867,5.814162881,4.826245589,5.419708565,4.878760434,4.671084987,8.886213403,7.597005916,6.108922653,8.419532643,9.075418279,10.12720437,9.70221208,6.005112139,6.335204739,6.471956406,8.900714053
72,GRC,10.3526147,9.746389131,11.78495549,12.18923649,12.83130839,10.92925112,11.07162299,13.7268199,12.76355003,11.00662063,7.528915004,10.14271872,7.89056552,10.60636833,9.76356947,6.991813396,9.717498265,8.476788307,8.89962878,16.03615792,11.11523316,10.0906167,11.81269609,11.82631684,13.65852413,13.88491971,11.80390348,12.16489244,11.53748506,14.88776687
73,HAO,5.458972694,4.904365961,4.915048519,6.173235038,6.966464027,7.064453154,7.659278269,7.956959103,7.14780329,5.782066584,4.382507202,6.705561565,5.020944799,5.913946833,5.802174555,4.752800702,5.412695572,4.781823526,4.647174994,8.788108206,7.528040359,5.985238483,8.34372607,9.009209656,10.12694347,9.615569545,5.892006862,6.301181927,6.413527332,8.843546043
74,INO,5.398115318,5.666115643,5.738366539,5.678150364,6.16594987,6.048919308,5.908552462,5.827232058,5.430345867,4.415124618,5.789573244,5.419030096,5.348179868,5.802763733,5.52077095,5.034109036,5.237012299,5.273778196,6.188459775,6.566773399,6.959265683,6.415843015,5.667425328,6.213351267,7.370007758,6.739157569,6.20854679,6.05554507,6.56118256,6.739864474
75,JEC,7.957522541,8.096078523,6.890195654,6.834604944,7.546200106,7.555399165,7.537886725,8.042245169,7.40346856,7.069544927,7.48973577,7.770109992,7.731206945,7.4922202,7.693483807,6.726442933,7.086561447,6.447821735,7.641310001,8.928269677,8.192287236,8.452971064,7.509616223,8.664165373,9.284144427,8.440734126,8.914934972,8.060178037,7.489824026,8.703307945
76,MAD,10.36466532,9.753195349,11.78788241,12.18982069,12.83754782,10.93296417,11.07332907,13.73352995,12.77653008,11.01184364,7.533977822,10.15507142,7.901987909,10.61834802,9.772453403,7.000868283,9.721980473,8.482064547,8.906518402,16.03813699,11.12196447,10.10258035,11.81720853,11.83387435,13.66751175,13.89077744,11.81598421,12.1783866,11.5496626,14.89295541
77,NFV,4.27107142,4.013150306,3.547931996,4.647222257,4.689538268,4.574080407,4.498456883,5.394150216,3.864386672,3.76773178,3.30202564,4.291720303,4.362211214,3.961007765,4.965165692,3.221280139,4.006906466,3.204440855,4.701772522,5.860534885,4.771829786,4.919929066,4.897897038,6.045481923,6.91338216,6.545730514,4.552484274,4.929008027,4.314735648,6.413072819
78,NWB,7.842688435,7.406691863,6.393549732,6.581036428,7.417066806,6.771466353,7.030348418,7.561845273,6.88282159,6.680128826,6.903132525,7.316856756,7.21930308,7.285980828,7.105512761,6.498249584,7.157906777,6.473605254,7.317166576,8.412095365,8.338537766,7.923432797,6.983632383,8.275623158,8.768398561,8.057269496,8.265143536,7.908809332,7.475265433,8.441601231
79,NYN,8.263705311,8.291080292,7.27911568,7.316663013,7.960062605,8.102579091,8.008217622,8.354518972,7.677093349,7.311300579,7.805718682,8.030317535,8.27100045,7.650175121,7.856070318,6.892265376,7.323917613,6.877672518,8.010436723,9.395844827,8.291514844,8.65317688,7.700448352,8.936253403,9.65875359,8.489588224,9.155982514,8.527191564,7.891214835,8.760529221
80,ORW,4.793391311,4.166444583,3.475380272,4.104003401,5.234671322,4.884230251,5.190877282,5.89220514,4.856075148,3.258063102,3.680969138,4.304708696,3.468966365,3.839864803,4.434466266,4.006324722,4.783057839,4.484764479,3.769591645,4.759464516,5.10811467,5.796047291,5.249513144,5.555599126,6.923248006,5.56752711,4.61478697,5.343410323,4.130415778,6.919131257
81,OXO,5.284791257,4.669951281,4.721422895,5.906963404,7.031397323,7.442902035,7.364828452,7.913988418,6.946061195,5.733612175,4.405934662,6.408414466,4.666292193,5.924631011,5.86212483,4.301852161,5.492320375,4.388145371,4.457150302,8.960698867,7.294919806,5.558318771,8.335680377,9.233344821,9.906913832,9.255741347,5.403834117,6.219415603,6.399931462,8.543849762
82,SCT,4.963229278,4.669350398,4.220315045,4.583997183,4.994141531,4.636222693,5.031164695,4.796247923,4.385790691,4.079510843,4.611598541,3.97589557,4.737546663,4.116910042,4.759098092,3.774191827,4.266162058,3.910783951,4.847541659,5.477073876,5.23786771,5.184326582,4.67435269,5.130268477,5.45603724,5.350417179,5.556701696,4.48400218,5.246978049,5.594334462
83,SPP,4.998791036,4.081300601,3.678003471,4.433523531,5.066845916,4.868044819,5.160188524,5.984487912,4.200968272,4.300317966,3.653027517,4.339135454,4.426639011,4.600315726,4.966907853,3.764663778,4.15464696,3.573842818,4.527164996,6.710622887,5.047069339,4.703783407,5.718346745,6.429442167,6.805833453,6.357781775,5.109700255,5.222719272,4.583802613,5.833311467
84,TLO,6.55786437,6.280472247,6.50574006,6.98527603,9.072009565,8.449557767,8.190900278,9.336093812,7.47367654,7.235589046,6.124543872,7.74744575,6.979722658,6.974162169,7.482501386,4.928254811,7.039013694,5.294642407,6.831487224,10.35523605,8.643443992,8.041805135,9.291111513,9.618828889,10.45801027,10.64931139,7.600307906,9.141727206,7.298523529,10.7860286
85,TN1,4.414866467,4.389776707,3.821759173,5.133664334,5.447963416,5.935002115,5.196290612,5.7139018,4.11877164,4.388236497,3.717027461,4.752683223,4.817528117,4.158438698,5.515363445,3.876258246,4.507984577,3.679260043,5.1121492,6.447347022,5.362035144,5.539516567,5.530217682,6.486630422,7.404476498,7.399942613,5.484604952,5.550150264,5.197936312,6.413398057
86,TN2,4.424568006,4.402250519,3.83792766,5.141441514,5.47543121,5.955980504,5.21156518,5.725447493,4.137293227,4.410709279,3.737557525,4.773191456,4.83051835,4.175089065,5.529022517,3.896022894,4.525535481,3.694129811,5.131570346,6.473765125,5.373874109,5.557695922,5.548729145,6.495668,7.423884561,7.40612536,5.508867538,5.561457772,5.218809907,6.438725502
87,PAI,2.559545232,2.403954525,2.218208197,3.036890968,3.563863799,3.32477187,3.063321565,3.963824405,2.776430368,2.606136855,2.02374347,2.847688145,2.339783311,2.450812651,3.151602368,1.900194318,2.714428639,2.304401564,2.52684757,3.69913207,3.228212897,3.06030666,3.929185302,4.223828637,4.427726717,4.69718621,2.947937231,3.304423374,2.856848404,4.085123662
88,TON,4.406964063,4.385391478,3.808161227,5.137976684,5.419962443,5.919967427,5.183544911,5.708072813,4.104092875,4.372436657,3.700364497,4.731205963,4.809299035,4.149757261,5.495995899,3.85753006,4.493869948,3.675217685,5.095853764,6.418694013,5.352176973,5.525707336,5.514819799,6.484036309,7.388258246,7.397063519,5.458943308,5.546433059,5.184642653,6.389746181
89,WIN,5.376063073,5.289955513,5.125884859,5.228594894,5.933615748,5.783887611,5.414160407,5.886750144,5.113650313,4.210796374,5.075601407,5.102265763,5.356493702,5.494415323,5.168052039,4.661583198,5.109924934,4.810252642,5.799554817,6.21671405,6.626685321,6.176349277,5.372519574,5.831881266,6.761717712,6.635198543,6.336337802,5.283943206,6.038435879,6.45364468
90,ATT,4.910768042,4.710704237,4.817806195,4.348703955,5.629362418,4.912328596,5.125927112,4.971101093,4.907215553,3.936783897,5.018821671,4.526064101,6.085918694,5.347875367,5.495141451,4.265701746,4.590887979,4.573613663,5.567879072,5.676772286,6.485522364,5.914083876,4.648166621,5.39050297,5.980422638,5.727353264,5.199332536,4.673364841,5.74798024,5.473243121
91,LEH,20.62985214,18.57891575,16.20237094,17.27914901,22.35694743,17.70889268,19.18128985,22.23678174,21.49608674,23.59050134,16.5544286,20.54938477,20.29135846,23.70233952,19.60618017,18.78060221,18.79002583,17.0084472,19.62209304,23.05822101,19.64498529,22.85203008,20.71179146,24.54855448,25.59873237,21.10935704,21.46577322,22.66226536,23.81788444,20.398456
92,MAX,3.791164056,3.73295289,3.454168681,3.626191166,5.203239756,4.402421013,5.153160941,5.12358855,4.118555923,3.119129006,3.250070923,3.871167504,3.58629209,3.921421959,4.325357174,3.3826854,3.94935517,3.97484965,3.000599365,4.9233927,4.639990345,3.991684047,5.151829212,6.111292323,7.51936522,6.607352423,4.014931503,4.798987314,4.02835565,6.283270499
93,GJC,17.46246439,13.98098522,13.65307335,14.24572495,16.84950018,17.09622705,18.27301777,16.79825066,15.74644487,18.73260793,14.06951864,17.97083929,19.49589081,17.80910996,18.55257166,15.06200451,15.73192508,16.91609051,16.21174379,15.84594102,18.56282873,19.32625571,17.99375198,18.04307623,22.88648105,18.46210576,18.67697097,21.42090743,17.31469603,19.32307255
94,GAC,17.84597604,14.52202416,13.79577113,14.80079276,17.1915018,17.48771879,18.42993213,17.39882327,16.07284802,19.08537969,14.58166473,18.52809569,19.69670933,18.27821629,18.75327348,15.58590791,16.34230581,17.26284286,16.50541313,16.29006485,18.79851097,19.6227802,18.28934647,18.41408755,23.31940237,18.48240155,18.95153574,21.64341566,17.67439061,19.72864881
95,GNC,17.12353022,16.15786182,16.59419135,16.61231322,16.69055658,16.78871786,20.97196537,19.26134006,16.02859663,16.85543337,15.73112327,18.85874357,20.85014593,20.27888013,19.88739506,16.95724969,18.79710401,19.94948286,20.01452393,17.08750474,20.23464227,22.17254095,20.03552302,23.86836501,23.717801,19.36075437,20.53936009,25.09516841,21.26655739,22.81967986
96,GWC,14.00740567,14.14882953,15.95239023,14.80315543,10.35228318,14.48528421,12.23708034,13.63750161,16.88327482,13.15223795,13.72283142,13.55087897,15.11703703,14.57937543,18.18795349,15.30851453,16.70324155,14.84828928,17.14836621,15.71428528,18.64455049,19.03779463,16.08056735,15.60628208,18.03535781,16.7999265,18.61627188,21.09038952,21.45807541,18.83719811
97,CSC,18.21703961,19.81182845,18.29983654,13.43315155,19.68894933,21.84958369,20.93754271,20.30490725,18.03133179,20.53514064,14.30526665,18.76409382,22.67028129,20.92982177,21.27180013,15.76317268,16.38459752,14.6337074,18.84145352,20.94471449,20.39283671,21.87122407,21.41960672,19.80486307,26.96873013,19.47720079,22.11642005,25.76340377,18.52377507,23.731204
98,CLN,4.700563209,5.060363361,4.70552088,4.926214213,5.245675918,5.066106333,4.852347984,5.054297132,4.459974796,4.215369534,4.417185214,5.231798666,4.416978404,4.874457436,4.475879245,3.957937039,4.635684933,3.835684083,5.154961634,6.155474057,5.961137396,6.298813144,5.572299442,5.520885201,6.589211755,5.684147386,5.707423903,5.4982033,5.684699188,6.520210575
99,BRO,16.31531222,13.58180817,12.53708673,12.97135082,15.19594222,16.01049932,17.77097526,14.92512763,14.46353851,17.34645203,12.17705961,17.17065545,19.43995419,16.73065654,17.20717632,14.03046354,14.65385007,15.68839354,14.36330105,13.78539384,17.42982401,18.42605561,16.7998993,15.90992879,23.33098957,16.95214544,18.5136298,20.91832902,15.47562229,18.21488075
100,PSC,15.786653,15.32607472,14.94381219,14.28741162,18.52878879,17.69582262,14.2157361,16.08218466,17.32927463,23.42149291,15.80874131,17.61425731,18.02797167,17.47002476,16.36773297,15.29384671,17.57155541,15.58193218,16.53705192,18.71992687,16.51220204,20.97278788,19.26766617,18.86827824,20.51045737,18.22275458,19.77486746,17.93532719,17.1887813,18.06335175
101,PGD,15.82103469,15.36103473,18.06626252,15.45208495,17.38026426,16.56137126,16.81042533,19.64610235,21.11814158,22.78394795,14.06273688,17.5610818,17.251179,16.70141824,14.62170748,10.38596566,14.42749725,12.66716342,18.37532985,21.06053199,15.81127558,19.83497609,17.80797561,19.43850257,18.65776979,19.03126079,14.93883544,17.37931287,15.70081382,22.1885455
102,UTA,20.79678657,19.21187204,16.27333154,17.33612706,19.4659112,20.81148343,21.97631891,20.18388831,19.73702185,21.96904915,16.79016688,21.13190273,23.40418979,21.01189889,19.64375224,17.90620719,18.46882101,18.79576763,17.48046489,18.45691864,20.32516536,21.1265637,19.81579313,20.61477405,26.05335055,21.74014838,21.84691518,24.90900105,19.6745371,22.99513194
103,TTR,22.36211862,20.46452251,19.64542466,17.62059609,25.34062446,21.91687557,25.62743668,25.43120453,24.51453699,27.21948409,21.15890039,25.75466485,26.75592625,23.91543606,23.9895657,25.62660871,26.12764828,22.66222505,22.91313112,23.78011857,24.44195073,26.05799687,25.395822,26.12113506,32.60603785,23.16156341,26.57851715,29.43398037,25.53403843,27.82685439
